A1,A2,A3,BV,G,GM,H,H_sigma,IR,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,inexact,last_obs,ma,moid,moid_jup,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,,,,18.6,,,,1.467859568011153,2.175016090102211,,APO,3159.210248166677,0.0,10728.0,,,6.412687,0.4817603383198333,2458200.5,20180323.0,58200.0,J2000,0.6538518417986329,,1988-12-05,7753 (1988 XB),3.1229078970580586,a0007753,,2018-04-20,205.09250623438098,0.00649419,3.26326,2.5273439223,0.5542137696661917,5.0,7.0,879.0,,Y,73.42321407276583,JPL 146,7753.0,649.5688481663518,1.7784225822487398,Y,,217065344767.12106,Otto Matic,31290623693.66874,1988 XB,0.7607030459200959,0.52222,,-128205453391.9751,157.98051240833388,1.0704000000000002e-09,1.5861e-09,1.1533e-08,4.3808e-06,3.6738e-06,6.0621e-10,3.8785e-05,7.1051e-07,1.7162e-08,6.9274e-06,3.9407e-05,B,B,,2007753.0,4.474,2458480.008561938,20181227.508561898,,280.08816052180543
,,,,,,16.9,,,,1.442761759199435,2.140758418592907,,APO,3087.821075315001,0.0,9802.0,,,6.545833,0.4837920432412756,2458200.5,20180323.0,58200.0,J2000,1.4304719672357855,,1990-03-22,35396 (1997 XF11),4.0988798553641566,a0035396,,2017-01-21,346.8174632036148,0.00044192,3.18465,0.1719820064,0.5687378604137642,5.0,1.0,1695.0,,Y,213.7529794777552,JPL 271,35396.0,632.9805435110217,1.7330062792909597,Y,,383990679797.835,Otto Matic,53002106415.92288,1997 XF11,0.7447650998059632,0.39215,3.259,5494470380752.437,154.41105376575004,1.634e-09,2.4244e-09,1.6345000000000002e-08,3.9943e-06,6.3325e-06,9.6616e-10,2.2091e-05,1.0753000000000001e-06,2.4319e-08,1.1173e-05,2.262e-05,Xk,Xk,,2035396.0,4.526,2458223.6785814064,20180415.178581398,,102.914853221757
,,,,,,19.8,,,,2.247668510067409,3.4238643692011963,,AMO,3086.6534457387206,1.0,3570.0,,,6.50018,0.5232959637355566,2458200.5,20180323.0,58200.0,J2000,0.3762524628723901,,1997-09-02,(1997 RT),6.161379546982353,bJ97R00T,,2007-06-12,40.57444972268921,0.0605726,1.9616900000000002,23.573038741999998,0.2924864034196372,,,311.0,,Y,325.8516160958548,JPL 14,1997 RT,1230.826444549285,3.36981915003227,N,,174309836733.0625,Otto Matic,24219748290.97348,1997 RT,1.071472650933621,0.47844,,-44641608922.054535,154.35267228693604,1.3622e-07,2.075e-07,3.163e-07,1.084e-05,0.00021979,2.6588e-08,0.00016316,0.00011189,7.7054e-07,0.00073887,0.00024071,O,O,,3010682.0,3.429,2458061.7774841897,20171104.277484197,,6.4390796315035095
,,,,,,18.4,,,,1.0540498341184599,1.422719008881066,0.07200000000000001,APO,3073.997738218147,0.0,6560.0,1.196,0.36200000000000004,6.6070199999999994,0.349764463528365,2458200.5,20180323.0,58200.0,J2000,,,1996-03-24,175706 (1996 FG3),1.990980711120914,a0175706,,2014-03-10,6.944999216019265,0.0282961,3.8878699999999995,11.011993237,0.910777634923846,6.0,1.0,1625.0,,Y,299.6984889100508,JPL 143,175706.0,395.26662293381963,1.08218103472641,Y,,1332158181012.481,Otto Matic,181358935878.89236,1996 FG3,0.6853806593558548,0.31801,3.5942,-1111580264739.2266,153.71988691090738,8.191e-10,1.1056e-09,1.1184000000000001e-08,2.6124e-06,2.863e-06,1.0617e-09,8.416e-05,4.6074e-07,1.1845000000000001e-08,3.1353e-06,8.342799999999999e-05,C,C,,2175706.0,5.779,2458192.874648927,20180315.3746489,,24.034166874319038
,,,,,,17.2,,,,1.190082832858218,1.6172423574690309,,APO,3069.974065689303,0.0,9499.0,,,6.6018,0.3589325993258014,2458200.5,20180323.0,58200.0,J2000,1.2458889999152165,,1992-08-29,17511 (1992 QN),9.583378334348973,a0017511,,2018-09-01,348.38863231657723,0.132455,3.3478199999999996,51.54751235,0.7591686896271655,0.0,1.0,1095.0,,Y,355.9364512695138,JPL 208,17511.0,474.2029076262342,1.2982968039048202,N,,253700126238.41214,Otto Matic,34520594568.16894,1992 QN,0.7629233082474042,0.44123999999999997,5.9902,3630160580834.9336,153.51870328446518,1.2761e-09,1.7341999999999999e-09,4.1546e-08,4.1102e-06,1.4597000000000001e-05,1.2211e-09,2.2208e-05,7.6274e-07,4.9319999999999994e-08,1.9245e-05,2.4305e-05,X,X,,2017511.0,5.252999999999999,2458215.794845325,20180407.2948453,,202.37256359837983
,,,,,,20.3,,,,2.360208276027004,3.5889222891809958,,AMO,3035.0997337251056,0.0,4171.0,,,6.597749,0.5205955871073871,2458200.5,20180323.0,58200.0,J2000,0.29886795464408883,,2001-10-12,(2001 TY44),2.526425556997532,bK01T44Y,,2013-03-14,176.8623448406392,0.15131,1.7542900000000001,58.8853127,0.271818230272317,,,144.0,,Y,356.88998161704524,JPL 35,2001 TY44,1324.414479629786,3.62604922554356,N,,3502036621.8726807,Otto Matic,471392969.3966378,2001 TY44,1.131494262873012,0.59103,,50110165437.6619,151.76199075949899,3.2363e-08,4.9211e-08,6.6165e-08,5.7315999999999995e-06,6.393100000000001e-05,5.5907e-09,0.00016022,2.724e-05,1.4599e-07,0.00022223,0.0001984,X,X,,3092381.0,3.3539999999999996,2457549.835971088,20160610.335971102,,73.20217127238871
,-3.3570296996944514e-14,,,,,20.2,,,,1.008083724396869,1.321977680465678,0.095,APO,3034.758262183868,0.0,6866.0,0.451,0.026000000000000002,6.700301,0.3113768712579995,2456168.5,20120829.0,56168.0,J2000,,,1999-05-13,85990 (1999 JV6),5.319122367763862,a0085990,,2018-02-28,315.7032464215569,0.0317855,4.11925,12.369963035,0.973776230286804,15.0,0.0,1135.0,,Y,124.549621362229,JPL 241,85990.0,369.6947910650582,1.01216917471611,Y,,12034062278.372292,Otto Matic,1594877328.9130182,1999 JV6,0.6941897683280607,0.38131,6.537999999999999,172193759451.29266,151.7579131091934,4.2095000000000003e-10,5.5202e-10,9.878100000000001e-09,2.1407e-06,1.3656e-06,6.099299999999999e-10,8.5903e-06,2.3156e-07,1.0109e-08,1.3831e-06,8.615499999999999e-06,Xk,Xk,,2085990.0,5.995,2456213.989664053,20121013.489664104,,235.34167062365367
,,,,,,22.4,,,,1.377661080292424,1.9604690186477411,,APO,2999.646013564854,8.0,9.0,,,6.7472,0.4230415932426637,2452339.5,20020306.0,52339.0,J2000,0.11362642725569724,,2002-03-02,(2002 EA),11.29106430009123,bK02E00A,,2002-03-11,322.5096398080603,0.03561,3.1266700000000003,13.8583437,0.6095235494752261,,,141.0,,Y,342.4762279433206,JPL 7,2002 EA,590.6252519856611,1.61704381104904,N,,672116766.8282473,Otto Matic,87433203.9816408,2002 EA,0.7948531419371079,0.59916,,-1111873165.6958716,149.98364491177634,0.0015366,0.0021866999999999998,0.00084672,0.021207,0.080084,0.0010198,0.0033748000000000003,0.9881700000000001,0.00027993,0.028480000000000002,0.00052084,L,L,,3114105.0,4.691,2452401.0076484317,20020506.507648397,,262.8278509906355
,,,,,,21.0,,,,2.436467135751354,3.836898534295925,,AMO,2980.347168711769,6.0,59.0,,,6.7240649999999995,0.5747795149770031,2458200.5,20180323.0,58200.0,J2000,0.21651069365823924,,2001-04-21,(2001 HK31),6.853282331917642,bK01H31K,,2001-06-19,156.51861650632833,0.11787,1.20989,45.8714679,0.2591571750282712,,,92.0,,Y,114.25951226321159,JPL 29,2001 HK31,1389.118398750596,3.803198901439,N,,1331437189.1622753,Otto Matic,172679537.62606868,2001 HK31,1.036035737206783,0.33096,,19051353547.268173,149.0200213099668,0.00072974,0.0011492000000000002,0.00016947,0.0014684000000000001,0.77484,0.00011643,0.005307500000000001,0.62408,0.00010261,2.7185,0.0071221,X,X,,3076783.0,3.248,2457596.547527956,20160727.047528,,99.72266677876742
,,,,-0.12,,21.9,,,,1.157097131755867,1.655164446012739,,APO,2951.992736581143,0.0,4019.0,0.4,,6.906763000000001,0.4304455525709119,2458200.5,20180323.0,58200.0,J2000,,,2005-12-24,308635 (2005 YU55),0.3403037217792872,a0308635,,2016-12-25,88.68052443920662,0.00047004,3.61395,0.1829254668,0.7918617189443053,9.0,10.0,3693.0,,Y,35.940403200850675,JPL 127,308635.0,454.62483081003717,1.24469495088306,Y,,49835891453.2759,Otto Matic,6232584891.1504755,2005 YU55,0.6590298174989958,0.22641999999999998,18.0,-41584095796.375084,147.61963682905716,4.2646e-09,6.1003000000000005e-09,1.6505999999999999e-09,1.1664e-06,1.1434000000000001e-05,4.3778e-09,4.0756e-05,2.5134e-06,2.6236e-09,1.3820999999999999e-05,4.0729e-05,C,C,,2308635.0,5.348,2458088.5100877243,20171201.0100877,,273.5603979372662
,-2.6086644079958563e-14,,,,,19.8,,,,0.9079738794110724,1.154761243238626,0.287,ATE,2939.6981078232075,0.0,23775.0,0.272,0.077,6.982428,0.27180006982978894,2456662.5,20140105.0,56662.0,J2000,,,1953-01-10,152563 (1992 BF),7.255079628088822,a0152563,,2018-02-13,338.7513132680388,0.06273680000000001,3.98834,24.415280455999998,1.139184432572146,,,385.0,,Y,315.42546972678485,JPL 69,152563.0,316.0155543796905,0.865203434304423,N,,2903329273.971703,Otto Matic,357666117.42683494,1992 BF,0.6611865155835186,0.49633,,37777029667.635284,146.99071204970832,1.067e-09,1.357e-09,3.7910000000000007e-08,4.8889e-06,1.9195e-05,2.0080999999999997e-09,2.0535e-05,5.5706e-07,3.4086e-08,1.6831e-05,2.8039e-05,Xc,Xc,,2152563.0,6.528,2456681.1525431043,20140123.6525431,,336.4359932159327
,,,,,,18.3,,,,2.233788112032645,3.2575527920144034,,AMO,2930.4715192475896,0.0,4714.0,,,6.860013,0.4583087690668112,2458200.5,20180323.0,58200.0,J2000,0.7507223600835079,,2001-08-04,283460 (2001 PD1),5.961231196561495,a0283460,,2014-07-01,334.4476454153309,0.239488,2.26231,93.20154496,0.2952168288833006,,,459.0,,Y,282.0135941474115,JPL 89,283460.0,1219.442676631108,3.33865209207696,N,,646078848513.425,Otto Matic,80757586260.89705,2001 PD1,1.210023432050887,0.45016999999999996,14.58,-543006384034.1929,146.54357596237952,3.9435999999999995e-09,5.751e-09,5.5723e-08,4.6459e-06,6.265399999999999e-06,7.8178e-10,6.4249e-05,3.2293e-06,1.253e-07,2.1241999999999998e-05,6.8717e-05,K,K,,2283460.0,3.488,2458287.054532414,20180617.554532398,,95.29569520535364
,,,,,,18.4,,,,1.324635766809485,1.4811868964887482,,AMO,2917.134768088169,0.0,8562.0,,,6.988049,0.1181842840136589,2458200.5,20180323.0,58200.0,J2000,0.7169342880402657,,1994-08-28,15817 Lucianotesi (1994 QC),13.87252477173012,a0015817,,2018-02-05,228.39133613537848,0.248309,3.56616,96.63441353,0.6464863474660495,,,655.0,Lucianotesi,Y,162.506771280579,JPL 91,15817.0,556.8563070373355,1.5245894785416398,N,,53165222431.77824,Otto Matic,6494017096.456949,1994 QC,1.1680846371302218,0.58249,11.0,691765898927.5535,145.87673840440848,2.7013999999999998e-09,3.0207e-09,3.782e-08,4.0008e-06,4.6841e-05,1.9777e-09,1.6442e-05,1.7034999999999999e-06,5.0254e-08,7.3038e-05,4.0235e-05,Xc,Xc,,2015817.0,4.901,2458404.0753181493,20181012.5753181,,94.29223116406293
,,,,,,21.4,,,,2.018510344519291,2.834516347761733,,AMO,2915.158249349044,6.0,61.0,,,6.920311,0.4042614918759675,2458200.5,20180323.0,58200.0,J2000,0.18008575104123226,,2002-02-06,(2002 CS11),9.815911510346453,bK02C11S,,2002-04-08,220.56434482114793,0.219377,2.18817,85.37494709,0.3436826471306517,,,53.0,,Y,346.28457202869834,JPL 17,2002 CS11,1047.477965517256,2.8678383723949503,N,,766162132.6999,Otto Matic,94437057.58182232,2002 CS11,1.202504341276849,0.76918,,10962909691.42802,145.75944479171758,0.00030329,0.00042589,7.4852e-05,0.0014371,0.46205,7.745899999999999e-05,0.00014944,0.23608,2.9610999999999998e-05,1.4359,0.0012367,X,X,,3114018.0,3.7,2458606.2104900205,20190502.71049,,160.3232707273491
,,,,,,16.4,,,,2.3982081592634983,3.7297531234632273,,AMO,2884.119274445859,0.0,9554.0,,,7.0058300000000004,0.5552249328551416,2458200.5,20180323.0,58200.0,J2000,1.8008575104123241,,1992-07-01,65706 (1992 NA),9.634560568582453,a0065706,,2018-08-28,319.803245836792,0.06295369999999999,1.7269900000000002,24.499691429000002,0.265383403515031,,,414.0,,Y,349.1967784608628,JPL 88,65706.0,1356.527933667902,3.71397107095935,N,,4547789048254.033,Otto Matic,547821628020.3036,1992 NA,1.06666319506377,0.50808,6.992000000000001,-3794768989365.9946,144.2259637222929,3.6961e-09,5.7482e-09,3.8685e-08,6.8524e-06,6.4546e-06,6.1351e-10,2.8153000000000003e-05,3.136e-06,9.2665e-08,2.456e-05,2.8711e-05,C,C,,2065706.0,3.283,2458351.966721848,20180821.466721803,,8.692879588507259
,,,,,,20.1,,,,1.8323045460595782,2.646359062952519,0.023,AMO,2877.624681831051,0.0,1829.0,0.84,,7.072786,0.4442790466484337,2458200.5,20180323.0,58200.0,J2000,,,2002-01-26,(2002 BM26),16.21326022992531,bK02B26M,,2007-01-29,176.81325257774571,0.031369799999999996,2.39788,12.208185065999999,0.3973814455178514,2.0,2.0,243.0,,Y,319.64195314153886,JPL 21,2002 BM26,905.9305713956087,2.4803027279825,Y,,77753596637.3021,Otto Matic,9256554441.37761,2002 BM26,1.0182500291666379,0.41913999999999996,2.7,1112565632961.588,143.90123409155257,8.355000000000001e-09,1.2067000000000001e-08,1.4084e-08,1.4494e-05,2.2466999999999997e-05,2.718e-09,6.4682e-06,6.1964e-06,2.541e-08,5.3958999999999996e-05,3.6044e-05,X,X,,3102786.0,3.861,2457755.5540807275,20170102.054080702,,180.4569020329397
,,,,,,20.9,,,,2.466426979780002,4.0958674748512784,,APO,2876.2887781154054,0.0,1283.0,,,7.04472,0.6606481799094729,2458200.5,20180323.0,58200.0,J2000,0.22671452828784544,,2002-01-05,(2002 AV),2.841923620340043,bK02A00V,,2005-07-11,78.38185211355595,0.0189441,1.3146200000000001,7.3724753970000005,0.2544495459763665,2.0,3.0,216.0,,Y,124.0095832038263,JPL 30,2002 AV,1414.8187948955401,3.87356275125404,Y,,17794489091.953518,Otto Matic,2125883760.352125,2002 AV,0.8369864847087253,0.57238,,-14955637690.028463,143.83443890577027,9.428200000000001e-08,1.5657e-07,6.3003e-08,1.5267e-05,9.5245e-05,1.459e-08,8.9149e-05,8.112399999999999e-05,1.6618e-07,0.00035666,8.5531e-05,K,K,,3102724.0,3.142,2457892.4552290305,20170518.955229,,285.6134359362769
,,,,,,15.9,,,,1.759185455213655,2.7785954512271394,0.14,APO,2868.2445489978636,0.0,6983.0,2.22,,7.131558999999999,0.5794784131441537,2458200.5,20180323.0,58200.0,J2000,,,1999-06-11,86039 (1999 NC43),7.125087022654216,a0086039,,2018-07-24,284.20485160377984,0.0248937,2.57196,9.687881229,0.4224123775257287,,,932.0,,Y,311.75240424036036,JPL 182,86039.0,852.247753980819,2.3333271840679504,Y,,2609752931.545384,Otto Matic,307125822.1276781,1999 NC43,0.7397754592001705,0.44621000000000005,34.49,-8540014593718.67,143.41744695575628,3.2371e-09,5.113e-09,4.6479999999999997e-08,7.5747000000000005e-06,5.924500000000001e-06,1.1659e-09,3.5919e-05,2.3524e-06,8.199400000000001e-08,1.4368e-05,3.5529e-05,Q,Q,,2086039.0,3.898,2458379.9340138426,20180918.4340138,,120.6201353276822
,,,,,,19.1,,,,1.076438996307364,1.1734024693002492,0.11,APO,2866.181148316511,0.0,4114.0,,,7.235798,0.0900780010065696,2458200.5,20180323.0,58200.0,J2000,0.6064969739782263,,2000-02-04,363067 (2000 CO101),15.32242476306109,a0363067,,2011-05-11,167.0238872718804,0.021838800000000002,3.93971,8.499005796,0.8825106192590847,6.0,0.0,785.0,,Y,353.0718008008809,JPL 139,363067.0,407.9271026814832,1.1168435391690201,Y,,29266348793.29333,Otto Matic,3392118267.1422515,2000 CO101,0.9794755233144784,0.35091,5.12,418768202088.0828,143.32905741582556,2.2532e-09,2.4562e-09,1.236e-08,7.0117999999999995e-06,1.2236e-05,2.771e-09,2.3027e-06,1.2808e-06,1.3393e-08,1.3687000000000001e-05,1.4194000000000002e-05,Xk,Xk,,2363067.0,5.707999999999999,2458011.240082185,20170914.7400822,,64.94512298637032
,,,,,,16.4,,,,2.199064456396229,3.389315821976707,0.16,APO,2842.9700664174075,0.0,12281.0,1.5,,7.182439,0.5412535144745289,2458200.5,20180323.0,58200.0,J2000,,,1984-05-27,3671 Dionysus (1984 KD),13.532813490737169,a0003671,,2018-01-10,126.172175369863,0.0216653,1.83395,8.431484801,0.3022366558525201,,,519.0,Dionysus,Y,82.08472204498554,JPL 90,3671.0,1191.119584699436,3.26110769253781,Y,,2624406119042.373,Otto Matic,303960131006.24976,1984 KD,1.0088130908157509,0.5149100000000001,2.7053,-2205720370226.2925,142.16850332087037,1.9116e-09,2.9463e-09,2.6419999999999998e-08,5.8414e-06,6.258300000000001e-06,3.941e-10,1.6755e-05,1.5532e-06,5.7886e-08,2.0247e-05,1.6994e-05,Cb,Cb,,2003671.0,3.429,2457783.038474647,20170129.5384746,,204.243689823858
,,,,,,18.0,,,,1.7727893314593401,2.8371491945092338,,APO,2841.62043929276,0.0,6952.0,,,7.248894,0.6003871098286251,2458200.5,20180323.0,58200.0,J2000,0.8619445964685667,,1999-01-15,137126 (1999 CF9),5.547292794532217,a0137126,,2018-01-27,359.1327033664399,0.0188842,2.22932,7.349164114,0.4175595103606071,5.0,3.0,671.0,,Y,157.10083159867992,JPL 134,137126.0,862.1525580607698,2.36044505971463,Y,,152749052.49796253,Otto Matic,17520967.510816496,1999 CF9,0.7084294684094465,0.46824,,-499847752536.8053,142.08132746274305,2.9854000000000005e-09,4.777800000000001e-09,2.081e-08,8.8908e-06,1.7681999999999999e-06,1.0548e-09,1.9444000000000002e-05,2.1778e-06,3.6067999999999996e-08,4.2398000000000005e-06,1.9938e-05,Q,Q,,2137126.0,3.864,2458202.5770611423,20180325.0770611,,90.22721339040308
,,,,,,21.5,,,,2.4091095713041812,3.7613921023262584,,AMO,2832.224380732282,5.0,111.0,,,7.211441000000001,0.5613204758843798,2458200.5,20180323.0,58200.0,J2000,0.17198055709247906,,2002-01-14,(2002 AH29),11.404846498546659,bK02A29H,,2002-05-05,108.5079623399377,0.109155,1.31891,42.47985135,0.2635841213853322,,,137.0,,Y,117.9410259623362,JPL 30,2002 AH29,1365.787886265417,3.7393234394672596,N,,7767576215.262637,Otto Matic,892640045.260071,2002 AH29,1.056827040282104,0.6139100000000001,,-6528372632.945162,141.62675418904462,0.00014432,0.00022533,2.8999999999999997e-05,0.00047741,0.16377,2.3686e-05,3.3083e-05,0.12272999999999999,6.553999999999999e-06,0.58432,0.00022788,K,K,,3102770.0,3.264,2457788.8364985352,20170204.3364985,,35.84513244225586
,,,0.677,,,15.1,,,0.267,2.822403680347508,4.464345528919328,0.15,AMO,2820.662045084916,0.0,14732.0,2.3,,7.2300960000000005,0.581753014285205,2458200.5,20180323.0,58200.0,J2000,,,1977-07-17,6178 (1986 DA),4.305726631472433,a0006178,,2017-11-16,274.74286364279493,0.19100999999999999,0.521608,74.3353617,0.2078621328665937,1.0,1.0,420.0,,Y,64.64168697273476,JPL 77,6178.0,1731.917184892203,4.74173082790473,N,,4245685042383.5586,Otto Matic,484663155089.2425,1986 DA,1.180461831775689,0.57763,3.5,60750929485220.4,141.05310225424583,1.5407e-08,2.4371e-08,2.6423e-08,7.7594e-06,1.5098e-05,1.7021e-09,9.4827e-05,1.4182e-05,7.7558e-08,7.5909e-05,9.499600000000001e-05,M,,,2006178.0,3.0380000000000003,2458610.6619433104,20190507.1619433,,127.37395781793909
,,,,,,16.7,,,,2.8490959638647513,4.527549351479228,0.02,AMO,2818.904096020648,0.0,8742.0,4.106,0.5920000000000001,7.237622999999999,0.5891178847263829,2458200.5,20180323.0,58200.0,J2000,,,1994-09-01,16064 Davidharvey (1999 RH27),4.539788559854951,a0016064,,2018-08-08,271.8401277088468,0.202781,0.8614350000000001,78.91628177,0.2049478929184987,,,960.0,Davidharvey,Y,335.5723582376432,JPL 80,16064.0,1756.54404089512,4.80915548499691,N,,53903764015381.99,Otto Matic,6143115434081.631,1999 RH27,1.1706425762502741,0.47223000000000004,178.5,-44978412570434.63,140.9652048010324,1.4753e-08,2.3443999999999998e-08,4.0389e-08,3.8804e-06,1.3378e-05,1.5919e-09,5.779e-05,1.3643e-05,1.1344000000000002e-07,6.8309e-05,5.8463999999999995e-05,C,C,,2016064.0,3.0180000000000002,2458630.657495331,20190527.1574953,,104.8150232664229
,,,,,,18.1,,,,2.6445887136138655,4.031018619798046,,AMO,2816.332476504382,0.0,11070.0,,,7.255,0.5242516157794558,2458200.5,20180323.0,58200.0,J2000,0.8231506991887187,,1982-11-13,207970 (1996 BZ3),3.371774961597721,a0207970,,2013-03-05,64.25316719251323,0.281636,1.2151100000000001,109.60428212,0.2291748013997264,,,190.0,,Y,178.31340430654149,JPL 45,207970.0,1570.85333030174,4.3007620268357005,N,,73167915641.87744,Otto Matic,8310983696.341181,1996 BZ3,1.2581588074296841,0.6281,,1046949747653.6284,140.8366238252191,1.4019999999999999e-08,2.1371000000000003e-08,5.1972e-08,1.4124e-05,2.0658e-05,1.8224999999999999e-09,0.00010852,1.2492e-05,1.3933e-07,8.808e-05,0.00011323,X,X,,2207970.0,3.18,2457920.13249537,20170615.6324954,,278.2053978974429
,,,,,,17.2,,,,2.386582458823473,3.6484132008230956,,AMO,2809.6692083634143,0.0,6189.0,,,7.316730000000001,0.5287186861423899,2458200.5,20180323.0,58200.0,J2000,1.2458889999152165,,2001-02-04,322775 (2001 HA8),11.45768028169296,a0322775,,2018-01-15,179.2043536522266,0.12303599999999999,1.6188200000000001,47.88192012,0.26732489658527503,,,256.0,,Y,95.7350607609321,JPL 77,322775.0,1346.675916080125,3.68699771685181,N,,1505914487814.6023,Otto Matic,169209099763.27145,2001 HA8,1.124751716823852,0.64903,,-1256566111216.1194,140.50346041817073,1.7857e-08,2.7298e-08,5.977699999999999e-08,8.3116e-06,2.0152e-05,3.0002e-09,6.2993e-05,1.5114000000000001e-05,1.3781e-07,7.3726e-05,6.7486e-05,C,C,,2322775.0,3.307,2457530.138369111,20160521.638369102,,202.6364738266137
,-3.402004731725781e-15,,0.8190000000000001,0.09,,16.25,,,0.48100000000000004,1.470162312389734,2.293102429367948,0.25,APO,2807.257462943133,0.0,31567.0,1.5,,7.484202000000001,0.5597614018825802,2455958.5,20120201.0,55958.0,J2000,,,1930-12-13,1862 Apollo (1932 HA),6.353445562610878,a0001862,,2017-05-17,206.62908031221968,0.025757,3.06422,10.02385169,0.5529121656575184,8.0,9.0,1586.0,Apollo,Y,35.731688034745595,JPL 285,1862.0,651.0979905314456,1.78260914587665,Y,,805034046.4611495,Otto Matic,88356037.90588945,1932 HA,0.6472221954115209,0.48294,3.065,-2634349950187.6323,140.36448321524958,1e-09,1.5598000000000001e-09,1.3563e-08,3.5906e-06,1.7607e-06,5.6415e-10,2.4446999999999998e-05,6.6433e-07,2.0196e-08,3.4651e-06,2.533e-05,Q,Q,Q,2001862.0,4.415,2456235.8874933743,20121104.387493398,,285.8593797344928
,,,,,,16.6,,,,2.734620308695246,4.24731303102838,0.037000000000000005,AMO,2799.8782234048463,0.0,22959.0,3.183,0.106,7.334631,0.5531637125356084,2458200.5,20180323.0,58200.0,J2000,,,1955-10-23,17274 (2000 LC16),5.568284355324776,a0017274,,2018-09-01,326.1994644021186,0.21240799999999999,1.14164,82.66282136,0.2179508272430111,,,1354.0,,Y,305.77557003160837,JPL 142,17274.0,1651.7487203597839,4.522241534181481,N,,4230508236621.214,Otto Matic,472540088774.3508,2000 LC16,1.221927586362112,0.35205,16.495,60533766636946.22,140.0139111702423,4.1329e-09,6.419e-09,2.8915e-08,4.061000000000001e-06,2.6627999999999997e-06,4.9409e-10,2.2846999999999997e-05,3.7445e-06,7.983799999999999e-08,1.2559000000000001e-05,2.3806e-05,Xk,Xk,,2017274.0,3.105,2458355.583309504,20180825.0833095,,21.26372641156565
,,,,,,20.1,,,,2.041297771546642,2.911997347538005,,AMO,2777.152551914237,1.0,1233.0,,,7.543489,0.4265421675014394,2458200.5,20180323.0,58200.0,J2000,0.32770219579315385,,2001-10-23,(2001 WH2),15.040391338407161,bK01W02H,,2005-03-09,203.20262729856603,0.194299,2.32174,75.61534183,0.3379438377661226,,,114.0,,Y,80.79267969723865,JPL 30,2001 WH2,1065.265762440508,2.9165387062026205,N,,4616583375.454983,Otto Matic,497317107.61765546,2001 WH2,1.17059819555528,0.56015,,66058063258.37422,138.86686076246278,1.5932e-07,2.2728e-07,1.6338e-07,2.2910999999999998e-05,0.00026768,3.9563999999999996e-08,2.2400999999999998e-05,0.00012471,2.7965e-07,0.00084621,0.00010684,X,X,,3092504.0,3.6430000000000002,2458664.4746466097,20190629.9746466,,16.9898661849405
,,,,,,18.6,,,,2.6914982396373435,4.235268498298509,0.037000000000000005,AMO,2774.6444658383907,0.0,4752.0,1.312,0.022000000000000002,7.491553999999999,0.5735728286670455,2458200.5,20180323.0,58200.0,J2000,,,2000-11-21,380188 (2000 WC67),9.998618049000909,a0380188,,2013-11-25,312.8627555857784,0.232161,1.15351,90.35009637,0.2232096280343612,,,145.0,,Y,251.7606607270726,JPL 29,380188.0,1612.8336540419352,4.41569788923186,N,,296267582823.2181,Otto Matic,32107375139.843155,2000 WC67,1.147727980976179,0.41823999999999995,,4239252524192.306,138.7522232919195,1.1868e-07,1.8675e-07,1.4937999999999998e-07,2.9775999999999997e-05,7.5954e-05,1.4763e-08,7.0153e-05,0.00010667,3.9485e-07,0.00035407,7.8816e-05,X,X,,2380188.0,3.094,2458411.679261528,20181020.1792615,,249.3390712933458
,,,,,,20.8,,,,2.5116142503853633,4.251847689997609,,APO,2769.874543426172,8.0,18.0,,,7.585068,0.6928744887258212,2450936.5,19980503.0,50936.0,J2000,0.23739925482809596,,1998-04-21,(1998 HT31),6.7911592343732154,bJ98H31T,,1998-05-09,348.0727783790149,0.0311557,1.13232,12.124863769000001,0.2476136979766635,,,144.0,,Y,213.9050034821358,JPL 13,1998 HT31,1453.8775638895731,3.9804998326887704,Y,,10418382822.256676,Otto Matic,1113233257.7300534,1998 HT31,0.7713808107731179,0.62351,,-8693313527.464788,138.5137271713086,0.0097821,0.01656,0.0012957,0.010986,0.07650900000000001,0.0014466,0.0011078,8.4937,0.00024985,0.027576999999999997,0.0019851,C,C,,3013039.0,3.0669999999999997,2450984.6686664284,19980620.168666396,,80.42004986794736
