A1,A2,A3,BV,G,GM,H,H_sigma,IR,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,inexact,last_obs,ma,moid,moid_jup,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,,,,14.3,,,,2.250989581466554,3.006589420318523,,MCA,2768.76326974333,0.0,31641.0,,,7.546119,0.3356745162541731,2458200.5,20180323.0,58200.0,J2000,4.736737867601933,,1931-09-07,1198 Atlantis (1931 RA),2.7234903957294665,a0001198,,2018-04-24,226.59080405874582,0.490176,2.42049,190.76179392,0.2918393480996949,,,1484.0,Atlantis,N,259.5590518632505,JPL 23,1198.0,1233.555387044727,3.3772905873914505,N,,48690555525971.69,Otto Matic,5227477178569.929,1931 RA,1.4953897426145848,0.51046,16.0,-80548090427250.31,138.4581634871665,6.5222000000000005e-09,8.7115e-09,3.9008e-08,3.4125e-06,6.1165e-06,1.2684e-09,8.986399999999999e-05,5.3613e-06,8.9719e-08,2.2438e-05,8.9959e-05,L,L,,2001198.0,3.549,2458657.632312041,20190623.132312,,84.53175894336731
,,,,,,20.3,,,,2.068579455945661,3.017385417335661,,AMO,2769.011793845632,0.0,5622.0,,,7.601917,0.4586751350850324,2458200.5,20180323.0,58200.0,J2000,0.29886795464408883,,2000-11-19,(2000 WJ10),16.073451347188552,bK00W10J,,2016-04-11,280.00122892012166,0.18897,2.30857,73.5414549,0.3312804162062716,,,82.0,,Y,59.2044053357651,JPL 24,2000 WJ10,1086.692669982176,2.9752023818813904,N,,3502036621.8726807,Otto Matic,373256694.6152479,2000 WJ10,1.119773494555662,0.51175,,50110165437.6619,138.45759376552533,1.659e-08,2.4199999999999998e-08,1.4949000000000002e-07,1.8305e-05,2.4944e-05,3.9853e-09,2.4038000000000003e-05,1.3073e-05,3.0149000000000003e-07,7.7747e-05,3.9523e-05,Xk,Xk,,3076547.0,3.592,2458441.983550389,20181119.4835504,,42.072648259227094
,,,,,,20.3,,,,1.525537081124752,1.911644010687216,,AMO,2759.7904129233916,0.0,6195.0,,,7.800539,0.2530957354886412,2458200.5,20180323.0,58200.0,J2000,0.29886795464408883,,2001-04-18,516398 (2001 HW15),18.98880539032968,a0516398,,2018-04-04,330.7283656261561,0.133745,3.12412,52.04954165,0.5230821753643502,,,172.0,,Y,56.51311114609445,JPL 43,516398.0,688.2283835216597,1.8842666215514299,N,,3502036621.8726807,Otto Matic,362541237.62808186,2001 HW15,1.139430151562288,0.40386,,50110165437.6619,137.99652471941332,5.5734e-09,6.984e-09,1.3647e-07,2.7147e-05,3.1545e-05,2.8665e-09,1.5724e-05,3.7716000000000004e-06,2.0819000000000001e-07,6.0508000000000004e-05,3.9856e-05,X,X,,2516398.0,4.401,2458256.4599155784,20180517.9599156,,194.78906998150342
,,,,,,19.5,,,,1.7332569599537908,2.37501713509111,,AMO,2755.005613456983,0.0,6041.0,,,7.787901,0.3702625692352207,2458200.5,20180323.0,58200.0,J2000,0.43199562784405615,,1999-10-16,446804 (1999 VN6),19.48359383409795,a0446804,,2016-04-30,351.80099192164863,0.167186,2.94163,65.06377562,0.4319262956714249,,,292.0,,Y,58.07600919852373,JPL 43,446804.0,833.4755341542328,2.28193164723952,N,,62776964409.4317,Otto Matic,6498118366.853131,1999 VN6,1.091496784816472,0.47361000000000003,24.1,-52382394007.237885,137.77028067284914,1.743e-09,2.3884e-09,5.267e-08,1.214e-05,1.2122e-05,6.515499999999999e-10,1.1601e-05,1.2573e-06,9.1075e-08,2.8074000000000003e-05,2.5056999999999997e-05,C,C,,2446804.0,4.013,2458219.4824239933,20180410.982424,,43.568829980298645
,,,,,,19.0,,,,2.6699278231991936,4.154840039216696,,AMO,2751.6058836655266,0.0,4948.0,,,7.653261,0.55616193183763,2458200.5,20180323.0,58200.0,J2000,0.5438502736768585,,2001-08-22,413123 (2001 XS1),10.937437146649392,a0413123,,2015-03-10,266.636912778067,0.20411400000000002,1.18939,79.43504538,0.2259200586897597,,,308.0,,Y,266.9250768007786,JPL 64,413123.0,1593.4840053063322,4.36272143821035,N,,125082144575.89928,Otto Matic,13158920536.878584,2001 XS1,1.1850156071816922,0.5586899999999999,,-105127111326.55176,137.6002941832763,8.3437e-09,1.2984e-08,7.5541e-08,6.867999999999999e-06,8.3005e-06,1.059e-09,1.9794e-05,7.4696000000000004e-06,2.0327000000000002e-07,3.8472e-05,3.0522e-05,Cb,Cb,,2413123.0,3.1180000000000003,2458613.7571838167,20190510.2571838,,164.8452116180182
,,,0.732,,,15.38,,,0.235,1.4041313102860702,1.901624401514731,0.64,APO,2750.365282534516,0.0,12941.0,1.5,,7.961385000000001,0.3543066717366376,2458200.5,20180323.0,58200.0,J2000,,,1982-01-21,3103 Eger (1982 BB),20.92930118169699,a0003103,,2017-06-27,322.4118573239365,0.0790216,3.7011199999999995,30.752836071999997,0.5923692258476281,1.0,3.0,2871.0,Eger,Y,129.76613809410392,JPL 453,3103.0,607.7290721591281,1.66387151857393,N,,442747794263.0632,Otto Matic,44755189249.794235,1982 BB,0.9066382190574084,0.40259,5.7059,6335217935504.669,137.53826412672578,6.3721e-10,8.6298e-10,1.7062e-08,4.573e-06,3.6151e-06,4.0324e-10,5.1654e-06,4.1369e-07,2.3674e-08,6.1027e-06,6.0827e-06,Xe,Xe,,2003103.0,4.613,2458263.953908535,20180525.4539085,,254.07561322938858
,,,,,,15.3,,,,2.195033602922483,3.049806897040794,,MCA,2744.06296500336,0.0,16919.0,,,7.762944999999999,0.3894123957739237,2458200.5,20180323.0,58200.0,J2000,2.988679546440889,,1971-08-01,3833 Calingasta (1971 SC),12.018356789048278,a0003833,,2017-11-26,110.36760684419109,0.332886,2.37593,129.54924462,0.30306955708595,,,762.0,Calingasta,N,170.1646269961907,JPL 17,3833.0,1187.846128332529,3.25214545744703,N,,20758468949237.42,Otto Matic,2147079485838.225,1971 SC,1.340260308804171,0.5415,199.0,-17446757757427.596,137.223148250168,5.582600000000001e-09,7.756499999999999e-09,5.7460000000000006e-08,6.349e-06,8.1573e-06,1.1562e-09,2.072e-05,4.5316e-06,1.2617e-07,2.5919e-05,2.1399e-05,Cb,Cb,,2003833.0,3.5410000000000004,2457836.33407088,20170323.8340709,,174.2018574190617
,-7.643376510438237e-14,,,,,18.4,,,,1.059509941120145,1.5298715147033768,0.52,APO,2739.2229482782714,0.0,10565.0,0.42,,8.357772,0.4439425769671891,2455202.5,20100106.0,55202.0,J2000,,,1986-08-02,4034 Vishnu (1986 PA),11.17043792956858,a0004034,,2015-07-06,62.85109471384038,0.0193934,3.68635,7.547329477999999,0.903746274419176,0.0,1.0,486.0,Vishnu,Y,158.0140756738879,JPL 74,4034.0,398.3418910704407,1.0906006600148999,Y,,242455317281.26715,Otto Matic,23251652063.18573,1986 PA,0.5891483675369131,0.4206,,-62094002599.05122,136.9811474139136,4.265600000000001e-09,6.1592e-09,7.269e-08,7.5749e-06,1.5529e-05,5.4576999999999995e-09,4.4875e-05,2.4056e-06,7.6389e-08,1.7273e-05,4.1682e-05,O,O,,2004034.0,5.704,2455132.954933544,20091028.454933498,,296.6030770773073
,,,,,,17.9,,,,2.6570078766780094,4.148234658289374,0.043,AMO,2735.670455285979,0.0,4956.0,1.77,,7.795037,0.5612428908098714,2458200.5,20180323.0,58200.0,J2000,,,2000-01-28,350513 (2000 BG19),12.57527302263956,a0350513,,2013-08-23,36.85226383008029,0.277433,1.21926,107.96860061,0.2275698960255125,,,274.0,,Y,147.5717783824677,JPL 33,350513.0,1581.9315572374342,4.33109255917162,N,,727448793903.6293,Otto Matic,74702178638.7885,2000 BG19,1.165781095066645,0.6322800000000001,,10408965795008.107,136.80352276429895,2.4018999999999998e-08,3.75e-08,1.0312000000000001e-07,1.7807e-05,2.2291e-05,3.0859000000000003e-09,3.3378000000000005e-05,2.1451e-05,2.7376e-07,9.580399999999999e-05,4.6036000000000004e-05,X,X,,2350513.0,3.113,2458038.5617802544,20171012.0617803,,79.57778205892363
,,,,,,14.7,,,,2.102859346653653,2.993641517457952,0.36,AMO,2734.8818150303805,0.0,10767.0,2.3,,7.886261999999999,0.4236052079383381,2458200.5,20180323.0,58200.0,J2000,,,1989-03-10,5751 Zao (1992 AC),16.072053388500592,a0005751,,2018-09-01,198.728179741992,0.24406799999999998,2.07389,94.98394356,0.32321293743000107,,,1319.0,Zao,Y,121.68316601068899,JPL 205,5751.0,1113.816800968761,3.0494642052532797,N,,1596122196384.7966,Otto Matic,161964091740.78088,1992 AC,1.212077175849355,0.5152100000000001,76.0,22838695295195.64,136.76409075151906,1.375e-08,1.9575e-08,5.0568999999999994e-08,5.8766e-06,3.5005e-05,3.1701e-09,1.358e-05,1.0924e-05,1.1055e-07,0.00011316,2.2434000000000002e-05,X,X,,2005751.0,3.5810000000000004,2458699.46461924,20190803.964619197,,25.255223408845037
,,,,,,20.0,,,,3.216012156504125,5.206337744466157,,AMO,2733.6391020747283,6.0,46.0,,,7.749935000000001,0.6188799951942836,2458200.5,20180323.0,58200.0,J2000,0.34314632447397714,,1999-09-30,(1999 SE10),6.882679137340017,bJ99S10E,,1999-11-15,70.47110868959695,0.231302,0.239592,90.01579934,0.1708942896931326,,,84.0,,Y,40.432537239206816,JPL 11,1999 SE10,2106.565413311564,5.7674617749803305,N,,5300546921.470958,Otto Matic,547077737.0751464,1999 SE10,1.225686568542095,0.5947899999999999,,75844804559.17278,136.69255619757934,0.0014062999999999999,0.0022767,0.00017773,0.0013449000000000002,0.79796,0.00011209,0.0016626999999999998,1.3818,3.5638e-05,4.3988,0.00090614,X,X,,3024682.0,2.844,2457788.133332769,20170203.6333328,,349.4067348896622
,,,,,,15.2,,,,2.7261824538465,4.4741514712999555,,APO,2731.7689295942387,0.0,10146.0,7.0,1.4,7.8565119999999995,0.6411782949402969,2458200.5,20180323.0,58200.0,J2000,,,1990-04-27,53319 (1999 JM8),13.82922369169608,a0053319,,2018-02-05,62.799316978496606,0.023839700000000002,0.8490719999999999,9.277696049,0.2189634849162969,8.0,10.0,1222.0,,Y,133.6392457658796,JPL 215,53319.0,1644.10974796833,4.50132716760665,Y,,44996294350290.57,Otto Matic,4578004051153.941,1999 JM8,0.9782134363930468,0.43836,136.0,643845852408326.2,136.60844647971194,5.710800000000001e-09,9.3725e-09,8.917799999999998e-09,3.0047000000000002e-06,2.5599000000000003e-06,6.880300000000001e-10,7.2984e-06,5.1662e-06,2.4844e-08,1.0809000000000001e-05,8.9628e-06,X,X,,2053319.0,2.987,2457913.6973077497,20170609.1973077,,166.7719119134354
,,,,,,15.7,,,,2.537480773257016,4.3314541696903,0.154,APO,2729.5834850736564,0.0,13408.0,1.859,0.183,7.952103,0.7069899466196173,2458200.5,20180323.0,58200.0,J2000,,,1981-12-16,8201 (1994 AH2),9.553473844754167,a0008201,,2018-09-01,334.20850763177987,0.101858,0.661747,39.64007786,0.2438371836513263,0.0,1.0,738.0,,Y,164.1103579013292,JPL 114,8201.0,1476.395005098074,4.04214922682567,N,,21024322569788.387,Otto Matic,2111648542256.9844,1994 AH2,0.7435073768237328,0.54582,23.949,-5384432706737.743,136.49917425368284,6.886800000000001e-09,1.1756e-08,3.0353e-08,4.4384e-06,8.7549e-06,9.9268e-10,4.7033e-05,6.0104999999999995e-06,7.787899999999999e-08,3.6321999999999995e-05,4.7586e-05,O,O,,2008201.0,3.025,2458306.273418073,20180706.773418102,,25.132736800061412
,,,,,,18.0,,,,3.142048207223078,5.394323494991033,,APO,2724.4413729231305,0.0,12516.0,,,7.907353,0.7168175467805763,2458200.5,20180323.0,58200.0,J2000,0.8619445964685667,,1983-11-06,506437 (2000 WL10),10.252783677640391,a0506437,,2018-02-11,42.70505148177252,0.06488390000000001,0.932846,25.250867363,0.1769639517758684,,,294.0,,Y,252.08687234261347,JPL 31,506437.0,2034.312617837297,5.569644402018611,N,,92390567602.58888,Otto Matic,9314492890.144749,2000 WL10,0.8897729194551235,0.55793,,1202151352456.8557,136.24206864615653,5.8901000000000006e-08,1.0112e-07,8.4664e-08,1.0738e-05,2.6003e-05,4.976100000000001e-09,2.5759000000000002e-05,5.7203e-05,2.7984e-07,0.00014017,4.1404e-05,Xc,Xc,,2506437.0,2.722,2457959.1793747917,20170724.679374803,,115.2005835652241
,,,,,,18.6,,,,0.7405179926083698,1.0060997050131608,,ATE,2719.484555578241,0.0,6571.0,,,9.950736000000001,0.3586431593232692,2458200.5,20180323.0,58200.0,J2000,0.6538518417986329,,2000-01-31,162385 (2000 BM19),6.888662353068705,a0162385,,2018-01-27,295.5362332005436,0.0834453,4.25245,32.474407401,1.5466806459926952,2.0,0.0,199.0,,Y,70.34014823190532,JPL 48,162385.0,232.75651695308034,0.637252613150117,N,,914791027124.3092,Otto Matic,73154075993.04198,2000 BM19,0.4749362802035787,0.46581999999999996,9.47,-234282493998.47006,135.99422777891206,4.008e-09,5.4453999999999994e-09,1.091e-07,1.6109e-05,3.9419e-05,1.2557000000000001e-08,0.0001295,1.8896e-06,8.007099999999999e-08,2.546e-05,0.00012409,O,O,,2162385.0,7.726,2458242.1787828607,20180503.6787829,,247.5880616481419
,,,,,,17.1,,,,1.052741566352105,1.3496726823572471,0.38299999999999995,APO,2717.357649140596,0.0,5917.0,0.657,0.193,8.943219000000001,0.2820550888230332,2458200.5,20180323.0,58200.0,J2000,,,1997-10-19,219071 (1997 US9),20.01857885316768,a0219071,,2013-12-31,147.51099642599968,0.248952,3.6157,96.88464984,0.9124759308392814,,,778.0,,Y,212.21745009771192,JPL 137,219071.0,394.53095455227793,1.08016688446893,N,,67645136.80487025,Otto Matic,6014156.937226301,1997 US9,0.7558104503469631,0.45893999999999996,3.52,-221358293547.58276,135.8680177473034,1.7705999999999999e-09,2.27e-09,8.493499999999999e-08,1.059e-05,2.5206999999999998e-05,2.3021e-09,1.3393e-05,9.9535e-07,8.8994e-08,2.7465e-05,2.103e-05,Q,Q,,2219071.0,5.754,2458038.8398493696,20171012.339849398,,357.3715092077739
,,,,,,19.9,,,,2.945315633847365,4.63847315962345,0.177,AMO,2713.280151428009,0.0,1865.0,0.34,0.06,7.983560000000001,0.5748645429774769,2458200.5,20180323.0,58200.0,J2000,,,2001-08-20,(2001 SJ262),10.80176357195476,bK01SQ2J,,2006-09-28,89.50050376240883,0.257706,0.8827790000000001,100.29144402,0.1949872929501336,,,118.0,,Y,210.4293347745702,JPL 32,2001 SJ262,1846.274157424541,5.05482315516644,N,,30605466838.74306,Otto Matic,3043562981.46495,2001 SJ262,1.2521581080712818,0.59259,,-25537832830.94885,135.68400757140046,2.2862e-07,3.6005000000000005e-07,1.2116e-07,1.7650999999999998e-05,0.00014605,2.2703e-08,3.8421e-05,0.00021497,4.1624e-07,0.00069562,0.00011756,C,C,,3092337.0,2.9760000000000004,2457741.4931467418,20161218.9931467,,164.8855901038839
,,,,,,14.6,,,,3.763195607496796,6.251813004718857,,AMO,2713.0480063773152,0.0,13203.0,,,7.902775999999999,0.6613042894353929,2458200.5,20180323.0,58200.0,J2000,4.125526217847495,,1982-04-20,85490 (1997 SE5),2.572538822542097,a0085490,,2018-06-13,311.84165695933,0.270278,0.29683200000000004,105.18408926,0.1350109161186867,,,745.0,,Y,247.82410258082712,JPL 98,85490.0,2666.451057065103,7.300345125434919,N,,76103919.0889479,Otto Matic,7644869.368175399,1997 SE5,1.2745782102747352,0.56558,9.0583,-38115379477048.09,135.65255252670394,8.638299999999999e-08,1.4351e-07,5.081e-08,6.2065e-06,2.3839e-05,4.6487e-09,0.00016835,9.181200000000001e-05,2.0410999999999997e-07,0.00018458,0.00016924,T,T,,2085490.0,2.657,2458557.199624187,20190314.6996242,,93.90952223339536
,-3.890364735533115e-15,,0.7120000000000001,0.12,,16.05,,,0.31,0.8320413125810658,1.195237516354343,0.13,ATE,2712.059805736872,0.0,14999.0,2.3,0.2,10.649080999999999,0.4365122239502867,2453681.5,20051107.0,53681.0,J2000,,,1975-10-03,2100 Ra-Shalom (1978 RA),15.7559714300814,a0002100,,2016-10-26,104.564615889354,0.149558,3.77967,58.20348686,1.2986339076561,7.0,2.0,1494.0,Ra-Shalom,Y,170.88486648703469,JPL 182,2100.0,277.21438496070283,0.758971622069001,N,,1755387853952.4092,Otto Matic,130811360155.82236,1978 RA,0.4688451088077891,0.39071,19.797,22840447217428.887,135.6229902868436,3.6343e-10,5.2208e-10,2.4878e-08,2.2443000000000003e-06,1.0237e-05,8.5086e-10,5.6379e-06,1.8163e-07,2.0802e-08,7.8766e-06,2.9869e-06,Xc,Xc,C,2002100.0,6.946000000000001,2453600.981067549,20050818.481067497,,355.98277414696815
,,,,,,18.3,,,,1.14700237853043,1.6806992123006141,,APO,2711.4615598373475,0.0,7734.0,,,9.071487,0.4652970593260407,2458200.5,20180323.0,58200.0,J2000,0.7507223600835079,,1997-01-15,136793 (1997 AQ18),17.37308642180248,a0136793,,2018-03-20,187.03019766378208,0.186305,3.7116300000000004,72.50431685,0.8023384333923002,,,336.0,,Y,296.2741332532746,JPL 82,136793.0,448.68846488870537,1.22844206677264,N,,329458192539.0428,Otto Matic,28814462408.27457,1997 AQ18,0.6133055447602471,0.5606800000000001,,-274906711607.41473,135.59307799186735,3.5203e-09,5.1582e-09,7.6433e-08,8.6215e-06,2.1998000000000002e-05,3.6936999999999998e-09,1.4965999999999999e-05,2.0656e-06,8.884600000000001e-08,2.7924000000000002e-05,1.9115e-05,C,C,,2136793.0,5.33,2458416.0820974507,20181024.5820975,,37.009046640443074
,,,,,,14.6,,,,0.8191240287609861,1.197986691998917,,ATE,2710.8395433350743,0.0,6626.0,,,13.130306,0.4625217304527148,2458200.5,20180323.0,58200.0,J2000,4.125526217847495,,1999-04-20,137170 (1999 HF1),25.66117301529924,a0137170,,2017-06-10,298.51434314312434,0.17364300000000002,4.31419,67.57664631,1.329473162582287,,,3140.0,,Y,155.88061016079217,JPL 370,137170.0,270.7839542249638,0.7413660622175601,N,,9211294832957.182,Otto Matic,556461200818.5559,1999 HF1,0.4402613655230556,0.34428000000000003,2.3192,131803164219264.88,135.5619771667537,1.6922999999999998e-09,2.475e-09,8.199e-08,7.6535e-06,2.0274e-05,4.119899999999999e-09,2.3465e-05,8.3914e-07,6.780800000000001e-08,1.5349e-05,2.0995e-05,X,X,,2137170.0,6.987,2458246.748136922,20180508.2481369,,253.3877739646574
,,,,,,16.6,,,,0.8293200541539317,1.292312990941779,0.027000000000000003,ATE,2710.810107436408,0.0,6653.0,3.879,0.162,12.767603,0.5582801651410563,2458200.5,20180323.0,58200.0,J2000,,,1999-12-28,137805 (1999 YK5),16.745190386525213,a0137805,,2018-03-16,198.8207437633022,0.11435,3.9326,44.5015895,1.3050309840984529,,,886.0,,Y,349.5715203575231,JPL 174,137805.0,275.8555194371088,0.755251251025623,N,,7656705936148.353,Otto Matic,475682237366.2089,1999 YK5,0.36632711736608503,0.4611,3.93,109558763255523.36,135.56050537182043,1.7171e-09,2.6758000000000002e-09,6.903400000000001e-08,7.0237e-06,1.8731e-05,4.053199999999999e-09,3.7258e-05,8.5675e-07,5.7659e-08,1.4543e-05,3.1223e-05,X,X,,2137805.0,6.909,2458324.0060762544,20180724.5060763,,292.8413080934404
,,,,,,17.1,,,,0.8830998155529205,1.441992403334486,0.055999999999999994,ATE,2708.5909837541585,0.0,10251.0,1.462,0.021,14.846034,0.632875896856162,2458200.5,20180323.0,58200.0,J2000,,,1990-06-22,85989 (1999 JD6),17.05682843906843,a0085989,,2018-07-16,8.035462476684378,0.0481537,3.8637,18.739975429,1.187652487804469,11.0,4.0,2558.0,,Y,130.19897916790342,JPL 316,85989.0,303.1189709925225,0.82989451332655,Y,,4771880802787.093,Otto Matic,254746253144.3852,1999 JD6,0.3242072277713547,0.30480999999999997,7.6638,-4010596764970.178,135.44954918770793,1.1638e-09,1.9003e-09,2.6162e-08,3.9224e-06,2.3697999999999997e-06,2.3476999999999997e-09,2.4115e-06,5.992e-07,2.3107000000000003e-08,1.9837e-06,1.3076e-06,K,K,,2085989.0,6.502000000000001,2458193.7341635632,20180316.2341636,,309.1883927765962
,,,,,,19.3,,,,0.9114278533134722,1.622927291081997,0.129,ATE,2708.409909432395,0.0,6254.0,0.51,0.083,18.992339,0.7806426314292321,2458200.5,20180323.0,58200.0,J2000,,,2000-11-29,153201 (2000 WO107),7.7708175814543585,a0153201,,2018-01-13,20.437686492905268,0.00302291,3.5559199999999995,1.1764258847,1.132714941073326,,,440.0,,Y,69.25662859908168,JPL 115,153201.0,317.8204744601277,0.8701450361673578,Y,,17401759305.71544,Otto Matic,726129930.650745,2000 WO107,0.1999284155449471,0.56263,,248999405737.0755,135.44049547161976,2.1855e-09,3.8915e-09,6.1345e-08,8.5963e-06,1.9475e-05,4.0741e-09,2.4326e-05,1.1431000000000001e-06,5.6139000000000004e-08,1.715e-05,2.4409e-05,X,X,,2153201.0,6.227,2458182.456902172,20180304.9569022,,213.7030924245709
,,,,,,20.5,,,,0.9131854413786848,1.2492914236927402,,ATE,2705.8020633777624,0.0,7657.0,,,13.580194,0.3680588488211308,2458200.5,20180323.0,58200.0,J2000,0.27257081417153944,,1997-01-10,(1997 AC11),31.693309161552392,bJ97A11C,,2017-12-28,352.8088129791217,0.102914,3.9276800000000005,40.05104138,1.129446347538865,,,151.0,,Y,116.94139944796709,JPL 18,1997 AC11,318.74024010477586,0.8726632172615358,N,,2921646279.399423,Otto Matic,170334619.72164267,1997 AC11,0.5770794590646299,0.56633,,38015363660.15507,135.2959464614469,2.0269e-09,2.7729000000000002e-09,7.520000000000001e-07,5.499e-05,0.00013094,3.7603e-09,8.0605e-06,1.0612e-06,6.8572e-07,0.00011592,3.9143e-05,Xc,Xc,,3009717.0,6.361000000000001,2458206.8670018823,20180329.3670019,,141.5558664241343
,,,,,,16.1,,,,0.9297101163441072,1.3534140881124992,0.237,ATE,2705.4151263627864,0.0,6663.0,1.646,0.043,13.754435,0.4557377233180165,2458200.5,20180323.0,58200.0,J2000,,,2000-03-15,152931 (2000 EA107),28.57764209405973,a0152931,,2018-06-12,218.71979675993234,0.161632,4.17769,62.90232544,1.0994683676387729,,,1015.0,,Y,52.89971164086938,JPL 195,152931.0,327.4309753659752,0.896457153637167,N,,1063726462.4698386,Otto Matic,61221837.81665026,2000 EA107,0.5060061445757155,0.42625,4.137,-3480881045639.0063,135.27288377106427,2.9856e-09,4.3463e-09,1.1011e-07,8.1878e-06,1.7548e-05,5.2961e-09,1.7938e-05,1.5772e-06,1.0192e-07,1.6238e-05,1.792e-05,Q,Q,,2152931.0,6.257999999999999,2458328.9986520745,20180729.498652104,,278.01867073535266
,,,,,,18.2,,,,0.9680903917297128,1.3696856771517811,,ATE,2704.496648239703,0.0,6637.0,,,11.089464,0.4148324256214623,2458200.5,20180323.0,58200.0,J2000,0.7861028149035884,,2000-01-25,86450 (2000 CK33),18.106026083189033,a0086450,,2018-03-28,112.54620712480092,0.124992,4.021719999999999,48.64313664,1.034737548960766,,,463.0,,Y,124.8713962040435,JPL 86,86450.0,347.9143096349065,0.9525374664884501,N,,63726590477.05343,Otto Matic,4547595373.851564,2000 CK33,0.5664951063076443,0.5254800000000001,6.6045,911855110720.0194,135.24483241198516,6.9462e-09,9.8277e-09,1.2515e-07,1.5145e-05,6.5404e-05,1.1136999999999999e-08,1.6137e-05,3.7445e-06,1.2341e-07,6.2164e-05,2.2284000000000002e-05,Xk,Xk,,2086450.0,6.121,2458091.7321223505,20171204.2321224,,215.5995853337764
,,,,,,15.9,,,,1.834916530574646,3.081750634383673,,APO,2704.434357951393,0.0,11394.0,,,8.627164,0.6795045349657146,2458200.5,20180323.0,58200.0,J2000,2.2671452828784515,,1987-05-29,4341 Poseidon (1987 KF),11.85184103737931,a0004341,,2018-08-08,172.51275794679538,0.194487,2.03297,75.68850579,0.3965332450427372,,,515.0,Poseidon,Y,108.1074818223349,JPL 111,4341.0,907.8683931310733,2.48560819474627,N,,38134837148150.67,Otto Matic,3497965545534.0625,1987 KF,0.5880824267656186,0.50838,6.2620000000000005,-9766519883103.5,135.24171789756969,6.3547e-09,1.0672999999999999e-08,4.6871e-08,6.228200000000001e-06,1.7394e-05,2.0599e-09,2.4225e-05,4.7162e-06,8.7288e-08,4.2023e-05,2.6469e-05,O,O,,2004341.0,3.6889999999999996,2457765.4475545785,20170111.947554603,,15.64683513010653
,,,,,,20.3,,,,2.051443163754894,3.16153517602883,,APO,2703.692147813165,0.0,1090.0,,,8.409741,0.5411273545800116,2458200.5,20180323.0,58200.0,J2000,0.29886795464408883,,2002-02-20,(2002 DH2),20.94147110834603,bK02D02H,,2005-02-14,152.86769006785102,0.07025160000000001,2.1206400000000003,27.339815171999998,0.3354399929032538,,,166.0,,Y,345.561610140159,JPL 27,2002 DH2,1073.217289578914,2.93830880103741,N,,20787406628.167805,Otto Matic,1955510584.6189246,2002 DH2,0.9413511514809588,0.4679,,-17345440873.55962,135.20460739065828,8.2622e-08,1.2733e-07,1.7417e-07,3.4945e-05,0.00011893,2.0265e-08,6.8216e-06,6.4836e-05,3.5361999999999996e-07,0.00032724,6.701600000000001e-05,Ch,Ch,,3114073.0,3.523,2457744.7770888917,20161222.2770889,,231.8109220372152
,,,,,,18.6,,,,2.658244045762407,4.7231573434790635,0.021,APO,2702.9170275360448,0.0,4832.0,1.339,0.561,8.375813,0.7767959834268793,2458200.5,20180323.0,58200.0,J2000,,,2001-12-23,399433 (2001 YK4),4.3797729635339,a0399433,,2015-03-17,286.3492343718088,0.0645338,0.736491,25.114618946,0.2274111734867744,,,163.0,,Y,155.79303259020108,JPL 49,399433.0,1583.035672699418,4.3341154625583,N,,314937488697.1207,Otto Matic,29738245488.26865,2001 YK4,0.5933307480457518,0.62541,,4506397666594.201,135.16585137680227,4.7025e-08,8.3554e-08,3.8241e-08,5.4591e-06,2.1854e-05,6.0345e-09,0.00012681,4.2007e-05,1.0898e-07,9.0965e-05,0.000136,X,X,,2399433.0,2.855,2458524.36608142,20190209.866081398,,210.72205544642608
,,,,,,15.6,,,,0.9976973635700946,1.5113657739154198,0.365,ATE,2702.625124258211,0.0,16388.0,2.071,0.106,14.238517000000002,0.5148539317646869,2458200.5,20180323.0,58200.0,J2000,,,1973-10-17,3753 Cruithne (1986 TO),19.80566303084264,a0003753,,2018-08-30,95.25683793733968,0.0710452,3.51471,27.648660484,0.9890217375981728,,,666.0,Cruithne,Y,126.23222851109391,JPL 141,3753.0,363.99604408519434,0.9965668558116201,N,,2118755131.7285824,Otto Matic,117675772.9464068,1986 TO,0.4840289532247692,0.42244,27.3099,-6933299902364.245,135.13549372317402,2.5265e-09,3.8273e-09,5.8423e-07,1.4198e-05,4.579899999999999e-05,3.7568e-09,0.00010668,1.3827000000000001e-06,5.8254e-07,4.6303e-05,0.00010378,Q,Q,,2003753.0,5.922000000000001,2458104.1857994967,20171216.685799498,,43.83554644215479
